node,intermediate_visits,in_degree,out_degree
|1,0,0,201
4*9|1,0,40,12
1*4*9|1,0,111,3
3*4*9|1,15,56,12
5*9|1,0,24,14
1*5*9|1,0,101,3
2*5*9|1,0,39,12
3*5*9|1,1,77,10
4*5*9|1,0,78,5
1*4*5*9|1,0,154,1
6*9|1,0,5,52
7*9|1,0,23,17
1*7*9|1,0,54,5
2*7*9|1,0,47,12
1*2*7*9|1,30,91,9
3*7*9|1,0,81,9
1*3*7*9|1,0,110,3
4*7*9|1,3,106,4
1*4*7*9|1,0,146,1
5*7*9|1,0,71,5
1*5*7*9|1,0,137,1
4*5*7*9|1,0,108,2
1*4*5*7*9|1,12,201,1
8*9|1,0,6,48
6*8*9|1,79,15,48
10|1,0,1,142
1*10|1,3,5,53
2*10|1,0,5,100
1*2*10|1,1,16,40
4*10|1,0,9,46
1*4*10|1,0,27,17
5*10|1,5,7,46
2*5*10|1,4,15,40
4*5*10|1,0,17,19
6*10|1,2,5,88
2*6*10|1,0,11,65
4*6*10|1,0,15,30
4*5*6*10|1,0,23,19
3*4*5*6*10|1,0,30,15
7*10|1,2,9,47
2*7*10|1,2,21,35
5*7*10|1,2,61,11
4*5*7*10|1,1,99,5
2*6*7*10|1,0,40,25
8*10|1,0,3,111
2*8*10|1,0,11,81
4*8*10|1,0,19,36
5*8*10|1,11,15,39
2*5*8*10|1,5,31,34
4*5*8*10|1,0,35,15
3*4*5*8*10|1,0,42,15
6*8*10|1,14,16,69
2*6*8*10|1,0,30,53
4*6*8*10|1,1,40,24
3*4*6*8*10|1,1,55,23
4*5*6*8*10|1,0,47,15
3*4*5*6*8*10|1,0,64,13
9*10|1,0,4,40
2*9*10|1,0,34,22
4*9*10|1,0,68,8
3*4*9*10|1,2,84,12
5*9*10|1,0,42,9
2*5*9*10|1,0,68,8
4*5*9*10|1,0,117,3
6*9*10|1,0,11,34
7*9*10|1,2,34,17
2*7*9*10|1,0,70,12
5*7*9*10|1,0,100,5
4*5*7*9*10|1,0,147,2
8*9*10|1,0,9,32
2*8*9*10|1,1,54,22
6*8*9*10|1,0,26,29
11|1,0,1,168
1*11|1,54,15,46
2*11|1,0,3,137
1*2*11|1,14,21,40
7*11|1,12,14,47
1*7*11|1,0,21,17
2*7*11|1,0,13,35
8*11|1,0,3,128
2*8*11|1,0,7,108
9*11|1,0,4,47
1*9*11|1,2,42,12
2*9*11|1,1,21,32
6*9*11|1,17,13,52
7*9*11|1,2,28,17
8*9*11|1,0,14,39
2*8*9*11|1,0,31,32
6*8*9*11|1,26,20,43
10*11|1,0,3,124
2*10*11|1,0,7,100
8*10*11|1,0,7,98
2*8*10*11|1,1,15,81
9*10*11|1,0,8,32
6*9*10*11|1,3,15,34
7*9*10*11|1,5,43,17
8*9*10*11|1,0,22,27
6*8*9*10*11|1,0,35,29
12|1,15,6,119
1*12|1,0,9,39
2*12|1,12,20,81
1*2*12|1,0,28,29
3*12|1,17,33,47
1*3*12|1,3,47,19
4*12|1,3,25,35
1*4*12|1,0,36,12
3*4*12|1,1,32,25
1*3*4*12|1,0,47,9
5*12|1,3,21,32
1*5*12|1,5,28,16
2*5*12|1,3,40,29
1*2*5*12|1,5,54,14
4*5*12|1,1,59,12
1*4*5*12|1,0,81,4
3*4*5*12|1,0,81,10
1*3*4*5*12|1,1,110,4
6*12|1,13,10,92
2*6*12|1,0,18,67
3*6*12|1,0,32,40
4*6*12|1,1,24,29
3*4*6*12|1,0,33,21
2*7*12|1,0,27,31
1*2*7*12|1,0,40,13
9*12|1,388,13,119
6*9*12|1,102,10,62
6*9*10*12|1,104,16,54
11*12|1,31,11,119
9*11*12|1,64,13,105
6*9*10*11*12|1,0,21,34
