node,intermediate_visits,in_degree,out_degree
|1,0,0,201
4*6*10|1,0,15,30
4*5*6*10|1,0,23,15
3*4*5*6*10|1,0,30,10
7*10|1,0,6,36
2*7*10|1,0,21,27
5*7*10|1,0,59,7
4*5*7*10|1,0,93,3
2*6*7*10|1,0,38,19
8*10|1,0,3,111
2*8*10|1,0,7,81
4*8*10|1,0,19,36
5*8*10|1,6,15,38
2*5*8*10|1,4,31,33
4*5*8*10|1,0,31,15
3*4*5*8*10|1,0,38,10
6*8*10|1,1,14,69
2*6*8*10|1,1,27,53
4*6*8*10|1,0,36,24
3*4*6*8*10|1,0,43,17
4*5*6*8*10|1,0,47,13
3*4*5*6*8*10|1,0,64,9
9*10|1,0,3,40
2*9*10|1,0,32,22
4*9*10|1,0,66,8
3*4*9*10|1,0,82,7
5*9*10|1,0,42,9
2*5*9*10|1,0,68,8
4*5*9*10|1,0,117,3
6*9*10|1,0,7,34
7*9*10|1,0,25,12
2*7*9*10|1,0,70,9
5*7*9*10|1,0,100,3
4*5*7*9*10|1,0,147,1
8*9*10|1,0,7,31
2*8*9*10|1,0,54,21
6*8*9*10|1,0,20,29
11|1,0,1,168
1*11|1,7,13,46
2*11|1,0,3,129
1*2*11|1,2,21,38
7*11|1,7,12,41
1*7*11|1,0,18,16
2*7*11|1,0,11,34
8*11|1,0,3,128
2*8*11|1,0,7,102
9*11|1,0,3,47
1*9*11|1,0,42,11
2*9*11|1,0,19,31
6*9*11|1,4,12,42
7*9*11|1,0,24,15
8*9*11|1,0,11,39
2*8*9*11|1,0,30,29
6*8*9*11|1,0,19,37
10*11|1,0,3,124
2*10*11|1,0,7,97
8*10*11|1,0,7,98
2*8*10*11|1,0,15,79
9*10*11|1,0,7,32
6*9*10*11|1,0,13,29
7*9*10*11|1,0,43,11
8*9*10*11|1,0,19,27
6*8*9*10*11|1,0,35,26
12|1,13,4,116
1*12|1,0,7,39
2*12|1,14,18,79
1*2*12|1,0,26,29
3*12|1,14,31,45
1*3*12|1,8,45,19
4*12|1,4,23,34
1*4*12|1,0,34,12
3*4*12|1,1,29,24
1*3*4*12|1,0,44,9
5*12|1,8,19,32
1*5*12|1,0,26,11
2*5*12|1,5,38,28
1*2*5*12|1,0,52,10
4*5*12|1,2,57,12
1*4*5*12|1,0,77,4
3*4*5*12|1,4,79,10
1*3*4*5*12|1,0,108,3
6*12|1,3,8,92
2*6*12|1,1,16,66
3*6*12|1,1,30,37
4*6*12|1,1,22,29
3*4*6*12|1,0,30,21
2*7*12|1,0,25,31
1*2*7*12|1,0,37,12
9*12|1,0,7,53
6*9*12|1,0,7,49
6*9*10*12|1,0,12,32
11*12|1,15,9,104
9*11*12|1,3,11,44
6*9*10*11*12|1,0,21,28
