node,intermediate_visits,in_degree,out_degree
|1,0,0,58
2*5*8|1,5,11,18
3*5*8|1,3,8,19
4*5*8|1,0,7,23
1*4*5*8|1,6,12,14
2*4*5*8|1,1,11,17
1*2*4*5*8|1,15,14,12
3*4*5*8|1,3,12,14
2*3*4*5*8|1,0,10,12
6*8|1,2,5,31
1*6*8|1,6,13,14
2*6*8|1,18,22,17
3*6*8|1,0,9,20
4*6*8|1,6,9,26
1*4*6*8|1,4,19,15
2*4*6*8|1,8,19,19
1*2*4*6*8|1,11,17,12
3*4*6*8|1,1,14,16
5*6*8|1,0,7,20
1*5*6*8|1,4,13,12
2*5*6*8|1,9,17,13
3*5*6*8|1,2,13,13
4*5*6*8|1,1,11,14
1*4*5*6*8|1,2,17,8
2*4*5*6*8|1,2,17,10
1*2*4*5*6*8|1,0,18,7
3*4*5*6*8|1,3,25,8
7*8|1,0,3,33
1*7*8|1,15,15,18
2*7*8|1,1,11,22
3*7*8|1,2,9,24
4*7*8|1,5,6,28
1*4*7*8|1,4,10,19
2*4*7*8|1,5,13,19
1*2*4*7*8|1,38,13,15
3*4*7*8|1,3,9,19
5*7*8|1,22,20,16
1*5*7*8|1,10,19,12
4*5*7*8|1,41,41,11
6*7*8|1,4,10,24
1*6*7*8|1,8,21,14
3*6*7*8|1,1,13,17
4*6*7*8|1,12,19,17
1*4*6*7*8|1,4,14,11
2*4*6*7*8|1,1,17,11
1*2*4*6*7*8|1,2,16,9
5*6*7*8|1,5,33,11
1*5*6*7*8|1,0,19,7
4*5*6*7*8|1,15,72,6
9|1,1,2,40
1*9|1,226,16,19
2*9|1,2,6,24
1*2*9|1,15,24,12
3*9|1,0,4,27
4*9|1,1,3,38
1*4*9|1,12,9,19
2*4*9|1,6,13,21
1*2*4*9|1,20,30,11
3*4*9|1,3,9,22
5*9|1,6,5,32
2*5*9|1,12,11,19
3*5*9|1,0,8,20
4*5*9|1,4,10,26
1*4*5*9|1,28,20,12
2*4*5*9|1,8,23,16
1*2*4*5*9|1,3,30,7
3*4*5*9|1,3,17,16
6*9|1,5,5,32
1*6*9|1,53,23,15
2*6*9|1,5,10,19
3*6*9|1,1,7,21
4*6*9|1,0,6,29
1*4*6*9|1,4,13,13
2*4*6*9|1,4,20,15
1*2*4*6*9|1,14,37,8
3*4*6*9|1,3,15,17
5*6*9|1,4,9,23
2*5*6*9|1,4,18,13
3*5*6*9|1,1,13,14
4*5*6*9|1,2,16,17
1*4*5*6*9|1,4,22,7
2*4*5*6*9|1,2,33,9
1*2*4*5*6*9|1,5,35,5
3*4*5*6*9|1,3,24,9
4*7*9|1,0,5,34
1*4*7*9|1,3,10,15
1*2*4*7*9|1,3,33,8
4*5*7*9|1,4,8,21
1*4*5*7*9|1,10,13,8
2*4*5*7*9|1,3,21,11
1*2*4*5*7*9|1,4,26,5
3*4*5*7*9|1,3,10,11
4*6*7*9|1,0,8,24
1*4*6*7*9|1,2,13,8
1*2*4*6*7*9|1,8,40,6
4*5*6*7*9|1,5,21,12
1*4*5*6*7*9|1,3,24,5
2*4*5*6*7*9|1,1,27,6
1*2*4*5*6*7*9|1,4,31,3
3*4*5*6*7*9|1,1,23,6
8*9|1,2,9,26
1*8*9|1,112,20,12
2*8*9|1,13,17,14
1*2*8*9|1,23,45,8
3*8*9|1,4,13,18
4*8*9|1,4,9,27
1*4*8*9|1,9,20,13
2*4*8*9|1,5,19,15
3*4*8*9|1,2,14,15
5*8*9|1,1,8,21
1*5*8*9|1,11,24,8
2*5*8*9|1,13,22,11
3*5*8*9|1,1,14,13
4*5*8*9|1,1,12,18
1*4*5*8*9|1,19,21,9
2*4*5*8*9|1,2,24,12
3*4*5*8*9|1,2,17,10
6*8*9|1,6,14,19
1*6*8*9|1,39,22,9
2*6*8*9|1,1,22,11
3*6*8*9|1,1,18,14
4*6*8*9|1,4,14,19
1*4*6*8*9|1,11,27,8
2*4*6*8*9|1,4,26,11
3*4*6*8*9|1,3,20,11
5*6*8*9|1,1,19,13
1*5*6*8*9|1,16,30,6
2*5*6*8*9|1,3,32,7
3*5*6*8*9|1,4,20,9
4*5*6*8*9|1,0,17,11
1*4*5*6*8*9|1,2,22,6
2*4*5*6*8*9|1,2,31,6
3*4*5*6*8*9|1,0,23,6
4*7*8*9|1,1,8,22
1*4*7*8*9|1,7,14,10
2*4*7*8*9|1,2,23,11
3*4*7*8*9|1,2,18,11
5*7*8*9|1,4,10,18
3*5*7*8*9|1,1,10,10
4*5*7*8*9|1,5,18,13
1*4*5*7*8*9|1,4,16,7
2*4*5*7*8*9|1,1,25,7
3*4*5*7*8*9|1,1,20,6
4*6*7*8*9|1,2,19,14
1*4*6*7*8*9|1,8,30,6
2*4*6*7*8*9|1,2,26,8
3*4*6*7*8*9|1,0,22,8
3*5*6*7*8*9|1,0,13,7
4*5*6*7*8*9|1,0,23,6
1*4*5*6*7*8*9|1,0,24,3
2*4*5*6*7*8*9|1,0,25,3
3*4*5*6*7*8*9|1,0,21,3
10|1,1,1,50
1*10|1,5,5,26
2*10|1,11,8,29
1*2*10|1,55,29,15
3*10|1,0,3,33
4*10|1,0,3,43
1*4*10|1,3,9,24
2*4*10|1,1,9,30
1*2*4*10|1,13,10,20
3*4*10|1,1,6,28
1*5*10|1,2,5,21
3*5*10|1,0,5,25
6*10|1,2,3,40
1*6*10|1,3,9,20
2*6*10|1,12,14,23
3*6*10|1,1,6,26
4*6*10|1,4,6,34
1*4*6*10|1,1,14,19
2*4*6*10|1,5,14,22
1*2*4*6*10|1,4,13,15
3*4*6*10|1,0,10,22
1*5*6*10|1,1,8,17
2*5*6*10|1,12,11,26
3*5*6*10|1,0,8,20
7*10|1,4,3,40
1*7*10|1,1,9,22
3*7*10|1,0,5,28
4*7*10|1,1,6,28
1*4*7*10|1,12,16,17
2*4*7*10|1,4,12,17
1*2*4*7*10|1,30,18,13
3*4*7*10|1,1,9,20
5*7*10|1,9,12,20
1*5*7*10|1,1,9,13
4*5*7*10|1,60,50,11
6*7*10|1,0,6,33
1*6*7*10|1,3,13,18
3*6*7*10|1,0,8,22
4*6*7*10|1,0,10,21
1*4*6*7*10|1,1,14,14
2*4*6*7*10|1,4,17,14
1*2*4*6*7*10|1,1,16,10
3*4*6*7*10|1,1,14,15
5*6*7*10|1,3,8,18
1*5*6*7*10|1,1,13,12
2*5*6*7*10|1,4,12,13
3*5*6*7*10|1,0,12,12
4*5*6*7*10|1,10,45,9
7*8*10|1,0,5,31
4*7*8*10|1,0,8,21
2*4*7*8*10|1,0,13,13
3*4*7*8*10|1,0,11,15
4*6*7*8*10|1,1,20,13
1*4*6*7*8*10|1,0,13,8
2*4*6*7*8*10|1,0,14,8
1*2*4*6*7*8*10|1,0,15,7
9*10|1,2,5,33
1*9*10|1,8,13,16
2*9*10|1,2,11,19
1*2*9*10|1,19,33,10
3*9*10|1,2,8,22
4*9*10|1,2,6,33
1*4*9*10|1,6,14,16
2*4*9*10|1,2,14,18
3*4*9*10|1,2,10,20
5*9*10|1,4,8,27
1*5*9*10|1,20,15,12
2*5*9*10|1,7,13,16
3*5*9*10|1,2,12,17
6*9*10|1,1,9,26
1*6*9*10|1,4,16,12
2*6*9*10|1,1,16,14
3*6*9*10|1,0,13,17
4*6*9*10|1,2,10,24
1*4*6*9*10|1,3,19,11
2*4*6*9*10|1,8,31,13
3*4*6*9*10|1,3,15,14
5*6*9*10|1,4,12,19
1*5*6*9*10|1,5,19,9
2*5*6*9*10|1,4,22,11
3*5*6*9*10|1,0,18,12
4*7*9*10|1,0,8,26
1*4*7*9*10|1,1,14,10
2*4*7*9*10|1,1,13,14
3*4*7*9*10|1,1,11,15
4*5*7*9*10|1,19,10,18
1*4*5*7*9*10|1,6,18,6
3*4*5*7*9*10|1,4,10,10
4*6*7*9*10|1,0,12,19
1*4*6*7*9*10|1,1,19,7
3*4*6*7*9*10|1,0,15,11
4*7*8*9*10|1,1,9,19
1*4*7*8*9*10|1,1,13,8
11|1,0,1,44
2*11|1,11,8,26
1*2*11|1,9,12,17
3*11|1,0,3,28
4*11|1,2,3,38
2*4*11|1,8,9,26
1*2*4*11|1,4,8,18
3*4*11|1,3,6,24
5*11|1,133,45,15
6*11|1,0,3,34
2*6*11|1,7,13,22
3*6*11|1,4,10,22
4*6*11|1,2,6,29
2*4*6*11|1,3,14,20
1*2*4*6*11|1,0,10,13
3*4*6*11|1,2,10,18
5*6*11|1,23,30,13
4*5*6*11|1,5,49,7
7*11|1,4,3,37
3*7*11|1,0,5,26
4*7*11|1,0,6,28
2*4*7*11|1,0,8,20
1*2*4*7*11|1,2,9,15
3*4*7*11|1,1,9,19
2*3*4*7*11|1,0,8,15
5*7*11|1,31,37,13
6*7*11|1,1,6,31
4*6*7*11|1,1,10,20
2*4*6*7*11|1,0,12,15
1*2*4*6*7*11|1,1,12,11
3*4*6*7*11|1,0,13,14
2*3*4*6*7*11|1,1,10,12
5*6*7*11|1,5,20,11
4*5*6*7*11|1,0,36,5
8*11|1,3,5,30
2*8*11|1,2,9,19
1*2*8*11|1,197,34,10
3*8*11|1,1,6,23
4*8*11|1,1,9,24
2*4*8*11|1,8,14,16
1*2*4*8*11|1,19,18,12
3*4*8*11|1,2,10,16
5*8*11|1,214,57,11
6*8*11|1,2,9,23
2*6*8*11|1,6,19,15
3*6*8*11|1,4,14,16
4*6*8*11|1,1,14,16
2*4*6*8*11|1,1,20,11
1*2*4*6*8*11|1,7,20,7
3*4*6*8*11|1,0,19,11
5*6*8*11|1,3,31,7
4*5*6*8*11|1,1,51,3
7*8*11|1,16,11,23
2*7*8*11|1,1,11,15
4*7*8*11|1,92,40,14
5*7*8*11|1,19,47,9
6*7*8*11|1,2,10,17
2*6*7*8*11|1,1,14,11
3*6*7*8*11|1,2,12,13
4*6*7*8*11|1,24,54,8
5*6*7*8*11|1,8,45,5
4*5*6*7*8*11|1,0,52,1
9*11|1,4,10,26
2*9*11|1,16,19,16
1*2*9*11|1,3,11,10
3*9*11|1,3,14,15
4*9*11|1,3,10,25
2*4*9*11|1,20,36,13
1*2*4*9*11|1,10,31,8
3*4*9*11|1,8,27,11
5*9*11|1,227,16,20
2*5*9*11|1,5,18,14
1*2*5*9*11|1,13,10,8
3*5*9*11|1,2,26,8
4*5*9*11|1,39,27,14
1*2*4*5*9*11|1,4,27,6
3*4*5*9*11|1,0,22,6
4*6*9*11|1,1,15,18
1*2*4*6*9*11|1,3,19,6
5*6*9*11|1,20,22,11
2*5*6*9*11|1,12,22,7
3*5*6*9*11|1,0,22,4
4*5*6*9*11|1,1,50,3
1*2*4*5*6*9*11|1,0,15,4
3*4*5*6*9*11|1,2,35,2
4*5*7*9*11|1,13,23,9
1*2*4*5*7*9*11|1,1,13,4
3*4*5*7*9*11|1,0,15,4
1*2*4*5*6*7*9*11|1,0,12,2
8*9*11|1,21,27,19
2*8*9*11|1,19,29,10
1*2*8*9*11|1,5,25,7
3*8*9*11|1,0,23,10
4*8*9*11|1,19,16,17
2*4*8*9*11|1,16,49,10
3*4*8*9*11|1,6,36,7
5*8*9*11|1,12,19,12
2*5*8*9*11|1,143,21,10
1*2*5*8*9*11|1,2,14,5
3*5*8*9*11|1,3,26,6
4*5*8*9*11|1,19,30,8
3*4*5*8*9*11|1,0,27,4
4*6*8*9*11|1,7,21,11
1*2*4*6*8*9*11|1,1,26,3
5*6*8*9*11|1,11,38,5
2*5*6*8*9*11|1,0,24,3
1*2*5*6*8*9*11|1,0,11,2
4*5*6*8*9*11|1,0,61,1
4*5*7*8*9*11|1,1,30,2
3*4*5*7*8*9*11|1,0,17,1
4*5*6*7*8*9*11|1,0,48,0
10*11|1,0,3,34
2*10*11|1,10,17,21
1*2*10*11|1,20,18,14
3*10*11|1,49,24,21
4*10*11|1,1,6,28
2*4*10*11|1,3,13,18
1*2*4*10*11|1,5,12,14
6*10*11|1,1,6,29
4*6*10*11|1,3,10,21
2*4*6*10*11|1,0,16,14
1*2*4*6*10*11|1,4,13,10
7*10*11|1,2,6,26
2*7*10*11|1,2,11,15
3*7*10*11|1,2,9,17
4*7*10*11|1,10,23,15
2*4*7*10*11|1,20,25,10
5*7*10*11|1,282,59,10
6*7*10*11|1,5,10,21
2*6*7*10*11|1,6,12,14
3*6*7*10*11|1,2,12,14
4*6*7*10*11|1,11,30,11
2*4*6*7*10*11|1,0,23,8
1*2*4*6*7*10*11|1,0,18,7
5*6*7*10*11|1,36,28,9
4*5*6*7*10*11|1,1,33,4
2*8*10*11|1,7,10,15
3*8*10*11|1,2,7,18
2*4*8*10*11|1,2,13,12
3*4*8*10*11|1,1,9,13
2*4*6*8*10*11|1,0,14,8
7*8*10*11|1,0,8,19
2*7*8*10*11|1,0,13,10
3*7*8*10*11|1,2,11,13
4*7*8*10*11|1,19,23,10
2*4*7*8*10*11|1,6,26,6
6*7*8*10*11|1,0,11,13
2*6*7*8*10*11|1,0,15,8
3*6*7*8*10*11|1,0,12,9
4*6*7*8*10*11|1,22,52,6
9*10*11|1,13,17,22
2*9*10*11|1,16,27,12
1*2*9*10*11|1,6,16,8
3*9*10*11|1,5,23,11
4*9*10*11|1,10,16,19
2*4*9*10*11|1,17,47,10
1*2*4*9*10*11|1,8,31,6
3*4*9*10*11|1,6,35,8
1*2*5*9*10*11|1,2,10,7
4*6*9*10*11|1,7,21,13
1*2*4*6*9*10*11|1,0,20,5
1*2*5*6*9*10*11|1,1,5,5
2*8*9*10*11|1,5,27,8
3*8*9*10*11|1,2,20,7
4*8*9*10*11|1,6,17,13
2*4*8*9*10*11|1,7,41,8
3*4*8*9*10*11|1,0,30,5
4*6*8*9*10*11|1,5,19,8
